Date,Infected0_4,Infected5_14,Infected15_34,Infected35_59,Infected60_79,Infected80,Infected_u,Death0_4,Death5_14,Death15_34,Death35_59,Death60_79,Death80,Death_u,Vaccinated0_4,Vaccinated5_14,Vaccinated15_34,Vaccinated35_59,Vaccinated60_79,Vaccinated80,Vaccinated_u,Male0_4,Male5_14,Male15_34,Male35_59,Male60_79,Male80,Male_u,Female0_4,Female5_14,Female15_34,Female35_59,Female60_79,Female80,Female_u,Hospital0_4,Hospital5_14,Hospital15_34,Hospital35_59,Hospital60_79,Hospital80,Hospital_u,ICU0_4,ICU5_14,ICU15_34,ICU35_59,ICU60_79,ICU80,ICU_u,Recovered
2020-03-13,0.0,0.2857142857142857,4.0,6.142857142857143,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,2.2857142857142856,4.142857142857143,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,1.7142857142857142,2.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
2020-03-14,0.0,0.5714285714285714,5.142857142857143,7.714285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,3.0,5.428571428571429,1.2857142857142858,0.0,0.0,0.0,0.14285714285714285,2.142857142857143,2.2857142857142856,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
2020-03-15,0.14285714285714285,0.42857142857142855,7.428571428571429,10.142857142857142,2.2857142857142856,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,4.714285714285714,6.857142857142857,1.1428571428571428,0.14285714285714285,0.0,0.14285714285714285,0.0,2.7142857142857144,3.2857142857142856,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
2020-03-16,0.2857142857142857,0.7142857142857143,10.285714285714286,15.0,3.7142857142857144,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,6.428571428571429,8.571428571428571,1.8571428571428572,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,3.857142857142857,6.428571428571429,1.8571428571428572,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,1.2857142857142858,1.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0
2020-03-17,0.2857142857142857,1.0,10.571428571428571,17.714285714285715,4.142857142857143,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,7.0,10.571428571428571,1.8571428571428572,0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,3.5714285714285716,7.142857142857143,2.2857142857142856,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,1.2857142857142858,1.4285714285714286,0.42857142857142855,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0
2020-03-18,0.5714285714285714,1.0,11.857142857142858,18.428571428571427,5.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,8.0,10.285714285714286,2.2857142857142856,1.0,0.0,0.2857142857142857,0.2857142857142857,3.857142857142857,8.142857142857142,2.7142857142857144,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,1.1428571428571428,1.5714285714285714,0.7142857142857143,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0
2020-03-19,0.7142857142857143,1.2857142857142858,12.285714285714286,20.285714285714285,5.714285714285714,1.5714285714285714,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,8.428571428571429,11.142857142857142,2.857142857142857,1.2857142857142858,0.0,0.42857142857142855,0.2857142857142857,3.857142857142857,9.142857142857142,2.857142857142857,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,1.2857142857142858,1.7142857142857142,0.7142857142857143,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0
2020-03-20,0.7142857142857143,1.1428571428571428,12.571428571428571,23.571428571428573,6.428571428571429,2.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,7.857142857142857,13.285714285714286,3.0,1.5714285714285714,0.0,0.42857142857142855,0.2857142857142857,4.714285714285714,10.285714285714286,3.4285714285714284,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,1.8571428571428572,1.8571428571428572,1.1428571428571428,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285
2020-03-21,0.7142857142857143,1.1428571428571428,13.571428571428571,25.714285714285715,7.857142857142857,3.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,8.0,13.0,3.857142857142857,2.142857142857143,0.0,0.42857142857142855,0.42857142857142855,5.571428571428571,12.714285714285714,4.0,0.8571428571428571,0.0,0.0,0.0,0.2857142857142857,2.2857142857142856,2.142857142857143,1.5714285714285714,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857
2020-03-22,0.7142857142857143,1.2857142857142858,15.0,27.571428571428573,9.428571428571429,3.7142857142857144,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,8.142857142857142,14.571428571428571,4.714285714285714,2.0,0.0,0.42857142857142855,0.42857142857142855,6.857142857142857,13.0,4.714285714285714,1.7142857142857142,0.0,0.0,0.0,0.2857142857142857,2.2857142857142856,2.4285714285714284,2.142857142857143,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.0,0.42857142857142855
2020-03-23,0.7142857142857143,1.1428571428571428,14.0,26.714285714285715,10.0,4.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,7.142857142857143,13.857142857142858,5.285714285714286,2.0,0.0,0.42857142857142855,0.42857142857142855,6.857142857142857,12.857142857142858,4.714285714285714,2.0,0.0,0.0,0.0,0.0,1.8571428571428572,2.7142857142857144,2.142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.0,0.5714285714285714
2020-03-24,0.7142857142857143,0.8571428571428571,14.285714285714286,27.285714285714285,11.571428571428571,5.714285714285714,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,6.714285714285714,12.428571428571429,6.285714285714286,2.4285714285714284,0.0,0.42857142857142855,0.2857142857142857,7.571428571428571,14.857142857142858,5.285714285714286,3.2857142857142856,0.0,0.0,0.0,0.0,2.7142857142857144,3.4285714285714284,3.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.0,0.8571428571428571
2020-03-25,0.42857142857142855,1.0,14.285714285714286,29.0,12.285714285714286,5.857142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,6.714285714285714,13.428571428571429,6.142857142857143,2.142857142857143,0.0,0.2857142857142857,0.2857142857142857,7.571428571428571,15.571428571428571,6.142857142857143,3.7142857142857144,0.0,0.0,0.0,0.0,3.142857142857143,4.0,3.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.0,1.1428571428571428
2020-03-26,0.42857142857142855,0.8571428571428571,14.285714285714286,28.428571428571427,12.428571428571429,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,6.428571428571429,13.428571428571429,5.714285714285714,2.0,0.0,0.14285714285714285,0.42857142857142855,7.857142857142857,15.0,6.714285714285714,3.7142857142857144,0.0,0.0,0.0,0.14285714285714285,3.142857142857143,4.285714285714286,3.142857142857143,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.7142857142857143,0.0,1.7142857142857142
2020-03-27,0.5714285714285714,0.8571428571428571,13.285714285714286,27.428571428571427,13.571428571428571,6.142857142857143,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,6.142857142857143,12.0,6.571428571428571,2.0,0.0,0.14285714285714285,0.42857142857142855,7.142857142857143,15.428571428571429,7.0,4.142857142857143,0.0,0.0,0.0,0.14285714285714285,2.857142857142857,4.285714285714286,3.142857142857143,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,0.0,3.142857142857143
2020-03-28,0.5714285714285714,0.5714285714285714,11.714285714285714,27.142857142857142,13.571428571428571,5.714285714285714,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,5.285714285714286,12.428571428571429,6.571428571428571,1.7142857142857142,0.0,0.14285714285714285,0.2857142857142857,6.428571428571429,14.714285714285714,7.0,4.0,0.0,0.0,0.0,0.14285714285714285,2.5714285714285716,4.714285714285714,3.142857142857143,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.5714285714285714,0.0,5.571428571428571
2020-03-29,0.42857142857142855,0.5714285714285714,9.571428571428571,28.857142857142858,14.857142857142858,6.285714285714286,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,4.428571428571429,11.857142857142858,7.428571428571429,2.2857142857142856,0.0,0.0,0.2857142857142857,5.142857142857143,17.0,7.428571428571429,4.0,0.0,0.0,0.0,0.2857142857142857,2.7142857142857144,5.142857142857143,3.5714285714285716,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.1428571428571428,0.42857142857142855,0.0,9.0
2020-03-30,0.42857142857142855,0.8571428571428571,8.714285714285714,28.714285714285715,15.428571428571429,6.285714285714286,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,3.7142857142857144,12.428571428571429,7.714285714285714,2.142857142857143,0.0,0.14285714285714285,0.42857142857142855,5.0,16.285714285714285,7.714285714285714,4.142857142857143,0.0,0.0,0.0,0.42857142857142855,2.857142857142857,5.571428571428571,3.7142857142857144,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.1428571428571428,0.5714285714285714,0.0,14.714285714285714
2020-03-31,0.5714285714285714,1.1428571428571428,8.571428571428571,28.428571428571427,16.0,5.857142857142857,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,3.7142857142857144,13.142857142857142,8.0,2.4285714285714284,0.0,0.14285714285714285,0.42857142857142855,4.857142857142857,15.285714285714286,8.0,3.4285714285714284,0.0,0.0,0.0,0.42857142857142855,2.2857142857142856,5.428571428571429,3.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0,0.7142857142857143,0.0,21.714285714285715
2020-04-01,0.5714285714285714,1.1428571428571428,7.857142857142857,27.0,15.428571428571429,5.857142857142857,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,3.0,11.142857142857142,8.285714285714286,2.7142857142857144,0.0,0.14285714285714285,0.42857142857142855,4.857142857142857,15.857142857142858,7.142857142857143,3.142857142857143,0.0,0.0,0.0,0.42857142857142855,1.7142857142857142,5.0,3.2857142857142856,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0,0.7142857142857143,0.0,29.714285714285715
2020-04-02,0.42857142857142855,1.0,7.857142857142857,26.571428571428573,16.142857142857142,7.142857142857143,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,3.142857142857143,10.571428571428571,9.285714285714286,3.4285714285714284,0.0,0.14285714285714285,0.2857142857142857,4.714285714285714,16.0,6.857142857142857,3.7142857142857144,0.0,0.0,0.0,0.2857142857142857,1.8571428571428572,5.142857142857143,3.7142857142857144,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.1428571428571428,0.7142857142857143,0.0,41.42857142857143
2020-04-03,0.2857142857142857,1.1428571428571428,8.571428571428571,25.571428571428573,15.714285714285714,6.571428571428571,0.0,0.0,0.0,0.0,0.0,1.8571428571428572,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,3.4285714285714284,9.857142857142858,9.428571428571429,3.2857142857142856,0.0,0.14285714285714285,0.42857142857142855,5.142857142857143,15.714285714285714,6.285714285714286,3.2857142857142856,0.0,0.0,0.0,0.2857142857142857,1.8571428571428572,5.857142857142857,3.4285714285714284,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.2857142857142858,0.5714285714285714,0.0,56.857142857142854
2020-04-04,0.2857142857142857,1.1428571428571428,10.571428571428571,26.0,15.571428571428571,6.571428571428571,0.0,0.0,0.0,0.0,0.0,2.142857142857143,2.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,4.428571428571429,10.142857142857142,9.428571428571429,3.5714285714285716,0.0,0.14285714285714285,0.42857142857142855,6.142857142857143,15.857142857142858,6.142857142857143,3.0,0.0,0.0,0.0,0.2857142857142857,2.0,5.857142857142857,3.4285714285714284,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,1.2857142857142858,0.7142857142857143,0.0,77.42857142857143
2020-04-05,0.2857142857142857,1.1428571428571428,10.857142857142858,24.142857142857142,13.857142857142858,6.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.8571428571428572,2.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,4.0,10.0,8.142857142857142,3.5714285714285716,0.0,0.14285714285714285,0.42857142857142855,6.857142857142857,14.142857142857142,5.714285714285714,2.4285714285714284,0.0,0.0,0.0,0.14285714285714285,1.7142857142857142,5.285714285714286,2.857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,1.1428571428571428,0.5714285714285714,0.0,108.0
2020-04-06,0.14285714285714285,0.7142857142857143,11.285714285714286,22.714285714285715,12.714285714285714,6.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.4285714285714284,2.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,4.571428571428571,8.714285714285714,7.714285714285714,3.4285714285714284,0.0,0.0,0.14285714285714285,6.714285714285714,14.0,5.0,2.5714285714285716,0.0,0.0,0.0,0.0,1.8571428571428572,5.714285714285714,3.142857142857143,0.0,0.0,0.0,0.0,0.42857142857142855,1.4285714285714286,0.42857142857142855,0.0,142.42857142857142
2020-04-07,0.14285714285714285,0.42857142857142855,10.428571428571429,20.857142857142858,10.571428571428571,5.285714285714286,0.0,0.0,0.0,0.0,0.2857142857142857,2.857142857142857,1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,4.285714285714286,7.428571428571429,6.714285714285714,2.7142857142857144,0.0,0.14285714285714285,0.14285714285714285,6.142857142857143,13.428571428571429,3.857142857142857,2.5714285714285716,0.0,0.0,0.0,0.0,1.4285714285714286,5.428571428571429,3.4285714285714284,0.0,0.0,0.0,0.0,0.42857142857142855,1.4285714285714286,0.2857142857142857,0.0,180.14285714285714
2020-04-08,0.14285714285714285,0.2857142857142857,10.428571428571429,19.285714285714285,10.142857142857142,5.428571428571429,0.0,0.0,0.0,0.0,0.2857142857142857,3.0,2.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,4.571428571428571,7.571428571428571,6.571428571428571,2.5714285714285716,0.0,0.14285714285714285,0.14285714285714285,5.857142857142857,11.714285714285714,3.5714285714285716,2.857142857142857,0.0,0.0,0.0,0.0,1.5714285714285714,5.571428571428571,3.142857142857143,0.0,0.0,0.0,0.0,0.42857142857142855,1.4285714285714286,0.2857142857142857,0.0,221.57142857142858
2020-04-09,0.14285714285714285,0.2857142857142857,10.571428571428571,20.0,9.714285714285714,5.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.857142857142857,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,4.428571428571429,7.571428571428571,6.0,2.142857142857143,0.0,0.14285714285714285,0.14285714285714285,6.142857142857143,12.428571428571429,3.7142857142857144,2.857142857142857,0.0,0.0,0.0,0.0,1.4285714285714286,5.571428571428571,3.4285714285714284,0.0,0.0,0.0,0.0,0.42857142857142855,1.2857142857142858,0.2857142857142857,0.0,267.14285714285717
2020-04-10,0.14285714285714285,0.14285714285714285,10.571428571428571,18.142857142857142,9.428571428571429,5.857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,3.0,2.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,4.571428571428571,7.0,5.571428571428571,2.7142857142857144,0.0,0.14285714285714285,0.0,6.0,11.142857142857142,3.857142857142857,3.142857142857143,0.0,0.0,0.0,0.0,1.1428571428571428,5.142857142857143,4.142857142857143,0.0,0.0,0.0,0.0,0.42857142857142855,1.1428571428571428,0.2857142857142857,0.0,318.14285714285717
2020-04-11,0.14285714285714285,0.2857142857142857,8.857142857142858,16.0,8.142857142857142,6.285714285714286,0.0,0.0,0.0,0.0,0.42857142857142855,2.2857142857142856,2.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,3.7142857142857144,6.0,4.571428571428571,2.4285714285714284,0.0,0.14285714285714285,0.14285714285714285,5.142857142857143,10.0,3.5714285714285716,3.857142857142857,0.0,0.0,0.0,0.0,0.8571428571428571,4.142857142857143,3.857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.0,374.2857142857143
2020-04-12,0.14285714285714285,0.2857142857142857,10.142857142857142,14.714285714285714,8.857142857142858,7.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.142857142857143,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142857142857143,5.428571428571429,5.571428571428571,2.2857142857142856,0.0,0.14285714285714285,0.2857142857142857,6.0,9.285714285714286,3.2857142857142856,4.714285714285714,0.0,0.0,0.0,0.0,1.1428571428571428,5.0,4.285714285714286,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,0.14285714285714285,0.0,428.85714285714283
2020-04-13,0.14285714285714285,0.5714285714285714,9.571428571428571,14.0,8.714285714285714,7.714285714285714,0.0,0.0,0.0,0.0,0.14285714285714285,1.5714285714285714,2.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7142857142857144,5.571428571428571,5.142857142857143,2.2857142857142856,0.0,0.14285714285714285,0.5714285714285714,5.857142857142857,8.428571428571429,3.5714285714285716,5.428571428571429,0.0,0.0,0.14285714285714285,0.2857142857142857,1.0,4.142857142857143,3.857142857142857,0.0,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0.0,0.0,486.85714285714283
2020-04-14,0.0,0.7142857142857143,10.142857142857142,14.857142857142858,8.571428571428571,8.428571428571429,0.0,0.0,0.0,0.0,0.14285714285714285,1.1428571428571428,3.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142857142857143,5.857142857142857,4.571428571428571,3.0,0.0,0.0,0.7142857142857143,6.0,9.0,4.0,5.428571428571429,0.0,0.0,0.14285714285714285,0.2857142857142857,1.1428571428571428,4.0,4.142857142857143,0.0,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.0,547.5714285714286
2020-04-15,0.0,1.0,9.714285714285714,14.857142857142858,8.714285714285714,8.142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,2.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,3.5714285714285716,6.142857142857143,4.428571428571429,2.857142857142857,0.0,0.0,0.7142857142857143,6.142857142857143,8.714285714285714,4.285714285714286,5.285714285714286,0.0,0.0,0.14285714285714285,0.2857142857142857,1.0,3.857142857142857,4.285714285714286,0.0,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.0,607.4285714285714
