suseptible,Infected,Recovered,Dead
318802.14285714284,22337.571428571428,7393.428571428572,1466.857142857143
318316.28571428574,22277.428571428572,7977.428571428572,1428.857142857143
318353.14285714284,22228.571428571428,8013.714285714285,1404.5714285714287
318629.14285714284,22733.428571428572,7206.428571428572,1431.0
317795.28571428574,22351.0,8443.57142857143,1410.142857142857
318631.14285714284,22723.428571428572,7268.857142857143,1376.5714285714287
318639.4285714286,22638.714285714286,7429.142857142857,1292.7142857142858
312074.71428571426,22500.14285714286,14198.285714285714,1226.857142857143
313591.85714285716,21932.85714285714,13266.142857142857,1209.142857142857
313131.28571428574,22190.85714285714,13495.857142857143,1182.0
313528.5714285714,21667.0,13711.285714285714,1093.142857142857
313975.4285714286,21399.85714285714,13644.285714285714,980.4285714285714
314259.4285714286,20877.714285714286,13885.142857142857,977.7142857142857
314265.0,20261.85714285714,14510.42857142857,962.7142857142857
320553.28571428574,20451.85714285714,8044.428571428572,950.4285714285714
320300.4285714286,20878.0,7888.857142857143,932.7142857142857
317316.5714285714,20607.571428571428,11146.0,929.8571428571429
317379.14285714284,20369.85714285714,11296.285714285714,954.7142857142857
316986.71428571426,20731.0,11280.857142857143,1001.4285714285714
315743.71428571426,20786.14285714286,12535.714285714286,934.4285714285714
315149.28571428574,21783.714285714286,12144.42857142857,922.5714285714286
314986.85714285716,21944.85714285714,12180.0,888.2857142857143
315556.0,21545.0,12055.42857142857,843.5714285714286
318911.5714285714,21467.0,8801.285714285714,820.1428571428571
319185.14285714284,21418.85714285714,8613.0,783.0
319227.28571428574,21287.14285714286,8712.42857142857,773.1428571428571
319873.71428571426,21622.714285714286,7749.428571428572,754.1428571428571
320605.0,20769.428571428572,7898.571428571428,727.0
320640.4285714286,20686.14285714286,7954.285714285715,719.1428571428571
320084.28571428574,21219.14285714286,7965.285714285715,731.2857142857143
319951.14285714284,21412.0,7921.285714285715,715.5714285714286
319053.71428571426,21987.571428571428,8258.857142857143,699.8571428571429
318326.5714285714,22613.428571428572,8378.285714285714,681.7142857142857
317572.14285714284,23380.571428571428,8383.857142857143,663.4285714285714
316755.14285714284,24195.0,8403.285714285714,646.5714285714286
315884.4285714286,25021.571428571428,8475.57142857143,618.4285714285714
314578.28571428574,26131.14285714286,8693.42857142857,597.1428571428571
313684.71428571426,27105.714285714286,8616.714285714286,592.8571428571429
311952.85714285716,28334.14285714286,9123.42857142857,589.5714285714286
309982.7142857143,30285.285714285714,9149.285714285714,582.7142857142857
308659.28571428574,31618.428571428572,9138.57142857143,583.7142857142857
306994.4285714286,33236.57142857143,9206.714285714286,562.2857142857143
304476.5714285714,35804.857142857145,9156.285714285714,562.2857142857143
303461.2857142857,37152.0,8835.42857142857,551.2857142857143
300956.2857142857,39487.42857142857,9004.42857142857,551.8571428571429
298945.5714285714,41217.42857142857,9286.42857142857,550.5714285714286
296237.85714285716,42796.857142857145,10440.42857142857,524.8571428571429
294260.28571428574,44675.42857142857,10547.57142857143,516.7142857142857
285654.14285714284,46886.42857142857,16915.428571428572,544.0
285128.5714285714,47235.142857142855,17085.0,551.2857142857143
270855.85714285716,47903.857142857145,30716.714285714286,523.5714285714286
268299.7142857143,49519.57142857143,31657.0,523.7142857142857
268489.85714285716,49708.28571428572,31277.85714285714,524.0
267823.5714285714,50734.142857142855,30835.0,607.2857142857143
265065.0,52383.28571428572,31924.0,627.7142857142857
269527.4285714286,53068.71428571428,26734.428571428572,669.4285714285714
266303.4285714286,55467.142857142855,27540.14285714286,689.2857142857143
277202.2857142857,57579.42857142857,14464.42857142857,753.8571428571429
276672.0,58329.28571428572,14223.285714285714,775.4285714285714
272913.5714285714,60903.142857142855,15398.714285714286,784.5714285714286
271044.4285714286,62117.28571428572,16088.857142857143,749.4285714285714
268871.28571428574,62873.0,17488.571428571428,767.1428571428571
267440.28571428574,64440.57142857143,17362.0,757.1428571428571
267375.0,64136.71428571428,17717.0,771.2857142857143
266341.5714285714,64705.42857142857,18163.428571428572,789.5714285714286
266627.7142857143,64754.42857142857,17827.85714285714,790.0
266117.7142857143,64772.0,18306.85714285714,803.4285714285714
265106.2857142857,65073.142857142855,18988.571428571428,832.0
264528.4285714286,65321.42857142857,19281.0,869.1428571428571
263757.4285714286,64980.71428571428,20374.85714285714,887.0
260795.71428571426,66231.71428571429,22060.0,912.5714285714286
260728.14285714284,65962.0,22384.85714285714,925.0
259635.28571428574,65611.14285714286,23820.285714285714,933.2857142857143
259817.85714285716,65493.42857142857,23673.85714285714,1014.8571428571429
259024.85714285716,65178.71428571428,24763.571428571428,1032.857142857143
258722.85714285716,64702.71428571428,25510.85714285714,1063.5714285714287
258401.71428571426,64664.857142857145,25840.85714285714,1092.5714285714287
260361.14285714287,63314.142857142855,25219.428571428572,1105.2857142857142
260220.85714285716,62585.142857142855,26067.285714285714,1126.7142857142858
263223.71428571426,61256.857142857145,24403.714285714286,1115.7142857142858
263673.0,58482.57142857143,26806.0,1038.4285714285713
266129.85714285716,58024.71428571428,24802.285714285714,1043.142857142857
265457.71428571426,56585.71428571428,26918.0,1038.5714285714287
267191.0,55433.142857142855,26352.714285714286,1023.1428571428571
267674.71428571426,54756.71428571428,26530.0,1038.5714285714287
267461.14285714284,55614.42857142857,25890.428571428572,1034.0
265397.4285714286,56670.0,26882.14285714286,1050.4285714285713
268236.4285714286,58246.42857142857,22472.714285714286,1044.4285714285713
264951.2857142857,57458.142857142855,26568.714285714286,1021.8571428571429
266276.0,57557.0,25129.85714285714,1037.142857142857
267465.85714285716,56371.142857142855,25146.285714285714,1016.7142857142857
266613.85714285716,57730.28571428572,24636.571428571428,1019.2857142857143
267910.0,56018.28571428572,25058.428571428572,1013.2857142857143
270574.4285714286,53235.28571428572,25171.85714285714,1018.4285714285714
269912.14285714284,51244.142857142855,27832.14285714286,1011.5714285714286
273286.5714285714,49512.57142857143,26171.285714285714,1029.5714285714287
276287.0,48246.142857142855,24469.85714285714,997.0
277152.14285714284,47214.28571428572,24626.714285714286,1006.8571428571429
280850.5714285714,44068.0,24104.285714285714,977.1428571428571
282131.85714285716,43049.42857142857,23851.0,967.7142857142857
282806.2857142857,42714.42857142857,23527.714285714286,951.5714285714286
284757.85714285716,42123.857142857145,22170.571428571428,947.7142857142857
285041.14285714284,41789.57142857143,22220.0,949.2857142857143
285057.14285714284,41235.42857142857,22773.714285714286,933.7142857142857
284940.4285714286,42083.142857142855,22041.571428571428,934.8571428571429
285358.7142857143,41827.71428571428,21901.571428571428,912.0
285301.28571428574,41624.71428571428,22161.428571428572,912.5714285714286
285067.14285714284,41715.71428571428,22311.14285714286,906.0
283931.4285714286,41719.28571428572,23435.85714285714,913.4285714285714
286136.4285714286,41694.28571428572,21280.571428571428,888.7142857142857
286740.0,41347.57142857143,21041.714285714286,870.7142857142857
284820.5714285714,40659.142857142855,23661.571428571428,858.7142857142857
284700.85714285716,40851.142857142855,23583.85714285714,864.1428571428571
285267.4285714286,40809.857142857145,23081.85714285714,840.8571428571429
285688.4285714286,40321.142857142855,23150.85714285714,839.5714285714286
288903.7142857143,39035.0,21246.571428571428,814.7142857142857
290056.85714285716,36863.42857142857,22349.714285714286,730.0
291142.14285714284,35874.28571428572,22246.0,737.5714285714286
294760.0,35010.0,19507.714285714286,722.2857142857143
295500.14285714284,34548.857142857145,19203.428571428572,747.5714285714286
295445.4285714286,34892.71428571428,18924.428571428572,737.4285714285714
293628.4285714286,36295.42857142857,19344.428571428572,731.7142857142857
291586.4285714286,37521.57142857143,20145.571428571428,746.4285714285714
290795.14285714284,38922.71428571428,19430.85714285714,851.2857142857143
289704.7142857143,39737.71428571428,19727.714285714286,829.8571428571429
289142.71428571426,40489.57142857143,19546.14285714286,821.5714285714286
288042.5714285714,41365.71428571428,19798.14285714286,793.5714285714286
287546.85714285716,41266.71428571428,20398.285714285714,788.1428571428571
287679.85714285716,41655.57142857143,19895.0,769.5714285714286
287542.5714285714,41492.28571428572,20197.0,768.1428571428571
285937.14285714284,41628.28571428572,21690.285714285714,744.2857142857143
286529.5714285714,42041.42857142857,20669.0,760.0
282359.85714285716,42610.142857142855,24264.14285714286,765.8571428571429
282744.85714285716,42085.71428571428,24410.0,759.4285714285714
282655.71428571426,41858.42857142857,24716.14285714286,769.7142857142857
283438.4285714286,40698.857142857145,25087.0,775.7142857142857
282249.0,41462.857142857145,25522.714285714286,765.4285714285714
283379.28571428574,42110.57142857143,23763.714285714286,746.4285714285714
283249.4285714286,41675.71428571428,24347.428571428572,727.4285714285714
286403.14285714284,41372.857142857145,21495.285714285714,728.7142857142857
286225.5714285714,42194.28571428572,20862.0,718.1428571428571
285245.85714285716,43069.42857142857,20980.428571428572,704.2857142857143
285666.71428571426,42846.71428571428,20774.14285714286,712.4285714285714
286371.85714285716,42819.28571428572,20076.285714285714,732.5714285714286
286245.0,43181.857142857145,19869.285714285714,703.8571428571429
281866.2857142857,44687.857142857145,22743.85714285714,702.0
280018.14285714284,46327.28571428572,22943.14285714286,711.4285714285714
278977.5714285714,46617.857142857145,23674.285714285714,730.2857142857143
278140.85714285716,47466.71428571428,23665.85714285714,726.5714285714286
276574.4285714286,49345.28571428572,23339.714285714286,740.5714285714286
274507.14285714284,50252.0,24512.285714285714,728.5714285714286
273645.28571428574,51014.857142857145,24600.428571428572,739.4285714285714
274748.7142857143,52229.142857142855,22271.285714285714,750.8571428571429
273809.85714285716,53152.42857142857,22306.428571428572,731.2857142857143
271492.5714285714,55144.71428571428,22635.714285714286,727.0
271626.7142857143,55110.57142857143,22512.85714285714,749.8571428571429
270557.7142857143,55970.0,22723.0,749.2857142857143
266023.7142857143,59517.42857142857,23696.428571428572,762.4285714285714
263585.0,61264.71428571428,24365.0,785.2857142857143
263577.0,61675.57142857143,23937.14285714286,810.2857142857143
260382.0,63711.857142857145,25094.14285714286,812.0
258160.0,65614.42857142857,25412.571428571428,813.0
253739.7142857143,68843.57142857143,26583.285714285714,833.4285714285714
252004.2857142857,70200.14285714286,26962.85714285714,832.7142857142857
252650.0,69676.71428571429,26836.0,837.2857142857143
249836.57142857142,71813.0,27502.571428571428,847.8571428571429
245950.57142857142,75395.0,27826.571428571428,827.8571428571429
243151.57142857142,77245.42857142857,28754.285714285714,848.7142857142857
240396.85714285713,79734.57142857143,29003.571428571428,865.0
238401.28571428574,81335.14285714286,29403.14285714286,860.4285714285714
236046.57142857142,83415.0,29671.571428571428,866.8571428571429
232513.42857142858,85968.14285714286,30646.571428571428,871.8571428571429
225328.42857142858,92649.71428571429,31066.285714285714,955.5714285714286
222068.0,94766.0,32198.14285714286,967.8571428571429
216479.14285714287,100042.0,32487.85714285714,991.0
212184.0,103612.28571428571,33191.28571428572,1012.4285714285714
205522.0,109298.0,34141.0,1039.0
197863.42857142858,115244.42857142857,35844.57142857143,1047.5714285714287
192023.71428571426,120633.57142857143,36266.28571428572,1076.4285714285713
189961.14285714287,122310.71428571429,36677.57142857143,1050.5714285714287
183779.7142857143,128888.14285714286,36235.42857142857,1096.7142857142858
177092.7142857143,133304.2857142857,38500.71428571428,1102.2857142857142
167379.85714285713,140897.7142857143,40622.142857142855,1100.2857142857142
160284.71428571432,146152.85714285713,42425.57142857143,1136.857142857143
157758.7142857143,149159.0,41913.28571428572,1169.0
149414.57142857145,154270.57142857142,45138.0,1176.857142857143
143210.85714285713,158175.14285714287,47395.28571428572,1218.7142857142858
136369.7142857143,161824.0,50516.28571428572,1290.0
130728.0,166511.85714285713,51350.42857142857,1409.7142857142858
126883.42857142858,169773.57142857142,51826.28571428572,1516.7142857142858
121933.28571428574,172047.0,54465.142857142855,1554.5714285714287
125110.85714285716,173062.85714285713,50232.71428571428,1593.5714285714287
115941.57142857145,176886.57142857142,55541.28571428572,1630.5714285714287
112413.28571428574,178320.2857142857,57574.857142857145,1691.5714285714287
99492.71428571426,179461.7142857143,69309.57142857143,1736.0
113895.14285714287,168675.2857142857,65784.85714285714,1644.7142857142858
107998.28571428574,170482.85714285713,69930.85714285714,1588.0
109036.57142857142,168935.0,70480.42857142857,1548.0
103736.28571428571,167786.14285714287,76931.0,1546.5714285714287
111062.28571428571,164111.42857142858,73245.57142857143,1580.7142857142858
105210.85714285713,167446.57142857142,75702.42857142857,1640.142857142857
108959.28571428574,169865.0,69453.14285714286,1722.5714285714287
87358.42857142858,184578.85714285713,76116.42857142857,1946.2857142857142
85607.42857142858,187588.7142857143,74706.14285714286,2097.714285714286
73513.71428571432,195246.42857142858,78994.71428571429,2245.1428571428573
66787.42857142858,201000.85714285713,79916.28571428571,2295.4285714285716
59895.1428571429,206597.2857142857,81176.85714285714,2330.714285714286
56944.0,210673.14285714287,80047.71428571429,2335.1428571428573
52472.8571428571,214032.14285714287,81109.71428571429,2385.285714285714
48497.1428571429,216111.0,83004.14285714286,2387.714285714286
35575.57142857142,216937.57142857142,94989.28571428571,2497.5714285714284
34957.57142857142,216727.42857142858,95797.0,2518.0
32547.85714285716,218663.57142857142,96234.0,2554.5714285714284
